sentence	token	label
	their	O
	relatives	O
	.	O
		
	stop-x	stop-x
		
	Mubende	B-ORG
	Real	I-ORG
	Stars	I-ORG
	have	O
	tried	O
	to	O
	help	O
	the	O
	community	O
	of	O
	Mubende	B-ORG
	Town	I-ORG
	Council	I-ORG
	through	O
	teaching	O
	them	O
	how	O
	to	O
	stay	O
	safe	O
	from	O
	HIV	O
	/	O
	AIDS	O
	.	O
	The	O
	organization	O
	organizes	O
	seminars	O
	about	O
	preventing	O
	the	O
	spread	O
	of	O
	the	O
	disease	O
	.	O
	These	O
	seminars	O
	are	O
	also	O
	used	O
	to	O
	advocate	O
	for	O
	the	O
	right	O
	of	O
	HIV	O
	/	O
	AIDS	O
	patients	O
	.	O
	The	O
	community	O
	is	O
	taught	O
	how	O
	to	O
	handle	O
	these	O
	patients	O
	to	O
	help	O
	them	O
	live	O
	joyfully	O
	.	O
	Some	O
	treatment	O
	is	O
	also	O
	given	O
	to	O
	these	O
	patients	O
	.	O
	stop-x	stop-x
		
	The	B-ORG
	Aids	I-ORG
	support	I-ORG
	organization	I-ORG
	(	I-ORG
	TASO	I-ORG
	)	I-ORG
	this	O
	organization	O
	has	O
	helped	O
	to	O
	reduce	O
	the	O
	spread	O
	of	O
	HIV	O
	/	O
	AIDS	O
	in	O
	Uganda	B-LOC
	.	O
	It	O
	carries	O
	out	O
	blood	O
	testing	O
	and	O
	organizes	O
	counselling	O
	session	O
	to	O
	people	O
	with	O
	HIV	O
	/	O
	AIDS	O
	","	O
	it	O
	also	O
	supplys	O
	condoms	O
	to	O
	people	O
	something	O
	which	O
	helped	O
	to	O
	reduce	O
	the	O
	spread	O
	of	O
	Hiv	O
	/	O
	Aids	O
	in	O
	Uganda	B-LOC
	.	O
		
	stop-x	stop-x
	The	B-ORG
	Aids	I-ORG
	support	I-ORG
	organization	I-ORG
	(	I-ORG
	TASO	I-ORG
	)	I-ORG
	this	O
	organization	O
	has	O
	helped	O
	to	O
	fight	O
	against	O
	the	O
	spread	O
	of	O
	HIV	O
	/	O
	AIDS	O
	in	O
	Uganda	B-LOC
	.	O
	It	O
	takes	O
	counselling	O
	sessions	O
	and	O
	blood	O
	testing	O
	exercise	O
	deep	O
	in	O
	villages	O
	in	O
	order	O
	to	O
	attend	O
	services	O
	near	O
	to	O
	the	O
	people	O
	.	O
	stop-x	stop-x
		
	The	B-ORG
	Aids	I-ORG
	support	I-ORG
	organization	I-ORG
	(	I-ORG
	TASO	I-ORG
	)	I-ORG
	has	O
	helped	O
	to	O
	educate	O
	people	O
	about	O
	the	O
	spread	O
	of	O
	HIV	O
	/	O
	AIDS	O
	in	O
	Uganda	B-LOC
	.	O
	Before	O
	this	O
	people	O
	had	O
	the	O
	perception	O
	that	O
	Aids	O
	is	O
	a	O
	witch	O
	.	O
		
	stop-x	stop-x
	The	O
	organization	O
	called	O
	Buganda	B-ORG
	culture	I-ORG
	and	I-ORG
	development	I-ORG
	fund	I-ORG
	(	I-ORG
	BUCADEF	I-ORG
	)	I-ORG
	has	O
	helped	O
	to	O
	promote	O
	cofee	O
	growing	O
	in	O
	Buganda	B-LOC
	region	I-LOC
	>	O
	It	O
	gives	O
	coffee	O
	seedlings	O
	to	O
	farmers	O
	and	O
	gives	O
	agriculture	O
	advise	O
	to	O
	people	O
	.	O
		
	stop-x	stop-x
		
	Tusubira	B-ORG
	CDC	I-ORG
	is	O
	a	O
	hope	B-ORG
	rising	I-ORG
	non	O
	-	O
	governmental	O
	organisation	O
	in	O
	Mubende	B-ORG
	town	I-ORG
	council	I-ORG
	.	O
	The	O
	organisation	O
	tries	O
	to	O
	help	O
	the	O
	HIV	O
	/	O
	AIDs	O
	patients	O
	by	O
	giving	O
	them	O
	guidance	O
	and	O
	counselling	O
	that	O
	though	O
	they	O
	are	O
	sick	O
	","	O
	they	O
	can	O
	still	O
	help	O
	their	O
	families	O
	and	O
	live	O
	longer	O
	.	O
	The	O
	organisation	O
	also	O
	fights	O
	for	O
	the	O
	rights	O
	of	O
	the	O
	HIV	O
	/	O
	AIDs	O
	patients	O
	and	O
	teaches	O
	the	O
	community	O
	how	O
	to	O
	handle	O
	HIV	O
	/	O
	AIDS	O
	patients	O
	.	O
		
	stop-x	stop-x
	People	O
	infected	O
	with	O
	HIV	O
	/	O
	AIDs	O
	in	O
	Mubende	B-LOC
	Town	I-LOC
	Council	I-LOC
	are	O
	provided	O
	with	O
	all	O
	the	O
	necessary	O
	treatment	O
	freely	O
	and	O
	guidance	O
	and	O
	counselling	O
	to	O
	help	O
	them	O
	gain	O
	hope	O
	in	O
	life	O
	though	O
	they	O
	are	O
	infected	O
	.	O
	This	O
	is	O
	done	O
	by	O
	the	B-ORG
	AIDS	I-ORG
	support	I-ORG
	organisation	I-ORG
	(	I-ORG
	TASO	I-ORG
	)	I-ORG
	The	O
	organisation	O
	also	O
	takes	O
	the	O
	advantage	O
	of	O
	encouraging	O
	its	O
	patients	O
	to	O
	work	O
	hard	O
	to	O
	sustain	O
	their	O
	families	O
	.	O
		
	stop-x	stop-x
		
	Kiganda	B-ORG
	Youth	I-ORG
	Association	I-ORG
	aims	O
	at	O
	uniting	O
	the	O
	youths	O
	of	O
	Kiganda	B-LOC
	village	I-LOC
	-	I-LOC
	Mubende	I-LOC
	district	I-LOC
	.	O
	The	O
	organisation	O
	does	O
	not	O
	only	O
	mobilize	O
	the	O
	youths	O
	of	O
	Kiganda	B-LOC
	to	O
	fight	O
	HIV	O
	/	O
	AIDS	O
	but	O
	also	O
	helps	O
	them	O
	to	O
	develop	O
	physically	O
	and	O
	economically	O
	.	O
	The	O
	organisation	O
	gives	O
	advice	O
	to	O
	the	O
	youths	O
	who	O
	have	O
	their	O
	small	O
	businesses	O
	so	O
	as	O
	to	O
	help	O
	them	O
	develop	O
	.	O
		
	stop-x	stop-x
		
	Once	O
	upon	O
	a	O
	time	O
	their	O
	lived	O
	a	O
	girl	O
	called	O
	Proscoula	B-MINR
	.	O
	Proscoula	B-MINR
	had	O
	a	O
	problem	O
	on	O
	the	O
	teeth	O
	.	O
	She	O
	went	O
	to	O
	a	O
	FALSE	O
	dentist	O
	.	O
	After	O
	some	O
	time	O
	of	O
	two	O
	months	O
	.	O
	She	O
	got	O
	the	O
	cancer	O
	of	O
	teeth	O
	and	O
	the	O
	cheek	O
	swole	O
	.	O
	There	O
	was	O
	a	O
	good	O
	samaritan	O
	called	O
	Bebe	B-ADLT
	Cool	I-ADLT
	.	O
	Bebe	B-ADLT
	cool	I-ADLT
	came	O
	up	O
	and	O
	paid	O
	for	O
	her	O
	monet	O
	for	O
	treatment	O
	at	O
	Mulago	B-ORG
	hospital	I-ORG
	.	O
	He	O
	spent	O
	alot	O
	of	O
	money	O
	to	O
	treat	O
	Proscoula	B-MINR
	was	O
	like	O
	caring	O
	.	O
	It	O
	is	O
	a	O
	pity	O
	that	O
	she	O
	died	O
	.	O
	stop-x	stop-x
		
	HIV	O
	/	O
	AIDS	O
	has	O
	affected	O
	many	O
	of	O
	the	O
	people	O
	's	O
	lives	O
	in	O
	Uganda	B-LOC
	.	O
	This	O
	has	O
	left	O
	orphans	O
	helpless	O
	mostly	O
	in	O
	Mubende	B-LOC
	.	O
	Pearl	B-ORG
	MDE	I-ORG
	TC	I-ORG
	decided	O
	to	O
	find	O
	a	O
	solution	O
	to	O
	this	O
	problem	O
	.	O
	The	O
	organisation	O
	helps	O
	in	O
	treating	O
	the	O
	patients	O
	with	O
	ARVs	O
	and	O
	other	O
	drugs	O
	to	O
	help	O
	the	O
	live	O
	long	O
	and	O
	prepare	O
	for	O
	their	O
	families	O
	.	O
	The	O
	orphans	O
	in	O
	this	O
	area	O
	are	O
	also	O
	given	O
	serious	O
	attention	O
	with	O
	school	O
	fees	O
	and	O
	other	O
	necessities	O
	inclusive	O
	.	O
	stop-x	stop-x
		
	Mubendae	B-ORG
	Town	I-ORG
	Council	I-ORG
	Pearl	I-ORG
	(	I-ORG
	MTCP	I-ORG
	)	I-ORG
	is	O
	one	O
	of	O
	the	O
	voluntary	O
	Organisations	O
	in	O
	Mubende	B-LOC
	that	O
	has	O
	noticed	O
	the	O
	need	O
	to	O
	help	O
	people	O
	infected	O
	with	O
	HIV	O
	/	O
	AIDS	O
	.	O
	The	O
	organisation	O
	tries	O
	to	O
	help	O
	these	O
	people	O
	by	O
	giving	O
	them	O
	treatment	O
	on	O
	addition	O
	to	O
	other	O
	offers	O
	like	O
	nutritious	O
	foods	O
	and	O
	adequate	O
	guidance	O
	and	O
	cancelling	O
	.	O
	The	O
	organisation	O
	also	O
	fights	O
	for	O
	the	O
	rights	O
	of	O
	these	O
	patients	O
	mostly	O
	in	O
	their	O
	residential	O
	places	O
	.	O
	stop-x	stop-x
		
	HIV	O
	/	O
	AIDS	O
	is	O
	fought	O
	in	O
	different	O
	way	O
	.	O
	That	O
	's	O
	why	O
	Kitone	B-ORG
	Nankasa	I-ORG
	group	I-ORG
	was	O
	formed	O
	to	O
	teach	O
	the	O
	community	O
	of	O
	Nankasa	B-LOC
	about	O
	the	O
	dangers	O
	of	O
	HIV	O
	/	O
	AIDS	O
	.	O
	The	O
	organisation	O
	teaches	O
	the	O
	community	O
	through	O
	acting	O
	in	O
	dramas	O
	and	O
	poems	O
	.	O
	The	O
	organisation	O
	organises	O
	free	O
	concerts	O
	to	O
	teach	O
	the	O
	people	O
	how	O
	to	O
	stay	O
	safe	O
	and	O
	fight	O
	HIV	O
	/	O
	AIDS	O
	.	O
	They	O
	also	O
	teach	O
	the	O
	community	O
	how	O
	to	O
	handle	O
	the	O
	infected	O
	persons	O
	.	O
		
	stop-x	stop-x
	Mubende	B-ORG
	Town	I-ORG
	Council	I-ORG
	has	O
	increased	O
	the	O
	fight	O
	against	O
	HIV	O
	/	O
	AIDS	O
	Among	O
	youths	O
	The	O
	formation	O
	of	O
	Mubende	B-ORG
	Youth	I-ORG
	Group	I-ORG
	by	O
	the	O
	youths	O
	of	O
	Mubende	B-ORG
	Town	I-ORG
	Council	I-ORG
	greatly	O
	affected	O
	the	O
	rate	O
	at	O
	which	O
	Aids	O
	Spread	O
	The	O
	organisation	O
	united	O
	the	O
	youths	O
	and	O
	made	O
	them	O
	busy	O
	by	O
	giving	O
	no	O
	room	O
	for	O
	idleness	O
	The	O
	organisition	O
	also	O
	prepared	O
	free	O
	seminars	O
	about	O
	Hiv	O
	for	O
	youths	O
	.	O
	stop-x	stop-x
		
	KABBA	B-ORG
	Group	I-ORG
	is	O
	a	O
	non	O
	-	O
	governmental	O
	organisation	O
	formed	O
	by	O
	the	O
	people	O
	of	O
	Mubende	B-LOC
	Town	I-LOC
	Council	I-LOC
	.	O
	The	O
	organisation	O
	was	O
	formed	O
	with	O
	the	O
	aim	O
	of	O
	helping	O
	HIV	O
	/	O
	AIDS	O
	patients	O
	how	O
	to	O
	solve	O
	their	O
	problems	O
	.	O
	Among	O
	the	O
	problems	O
	","	O
	discrimination	O
	and	O
	stigma	O
	was	O
	fought	O
	by	O
	the	O
	organisation	O
	through	O
	teaching	O
	the	O
	community	O
	how	O
	to	O
	go	O
	about	O
	HIV	O
	/	O
	AIDS	O
	patients	O
	.	O
	They	O
	were	O
	also	O
	informed	O
	about	O
	how	O
	to	O
	respect	O
	the	O
	rights	O
	of	O
	the	O
	patients	O
	.	O
	The	O
	patients	O
	are	O
	given	O
	some	O
	simple	O
	treatment	O
	for	O
	free	O
	.	O
		
	stop-x	stop-x
		
	In	O
	an	O
	organisation	O
	called	O
	TASO	B-ORG
	","	O
	there	O
	is	O
	a	O
	man	O
	called	O
	John	B-ADLT
	","	O
	who	O
	used	O
	to	O
	work	O
	with	O
	TASSO	B-ORG
	.	O
	He	O
	used	O
	to	O
	help	O
	children	O
	on	O
	street	O
	without	O
	basic	O
	needs	O
	like	O
	food	O
	","	O
	cloths	O
	and	O
	shoes	O
	.	O
	Another	O
	point	O
	TASO	B-ORG
	help	O
	people	O
	with	O
	AIDS	O
	and	O
	give	O
	them	O
	medicine	O
	like	O
	ARV	O
	's	O
	","	O
	Panadols	O
	and	O
	give	O
	them	O
	house	O
	holds	O
	like	O
	cups	O
	and	O
	plates	O
	and	O
	so	O
	many	O
	things	O
	.	O
		
	stop-x	stop-x
		
	MACODE	B-ORG
	a	O
	non	O
	-	O
	governmental	O
	organisation	O
	found	O
	within	O
	the	O
	areas	O
	of	O
	Mubende	B-LOC
	Town	I-LOC
	Council	I-LOC
	.	O
	While	O
	in	O
	the	O
	above	O
	mentioned	O
	area	O
	","	O
	the	O
	organisation	O
	does	O
	several	O
	voluntary	O
	work	O
	but	O
	among	O
	them	O
	is	O
	advocating	O
	for	O
	the	O
	righs	O
	of	O
	HIV	O
	/	O
	AIDS	O
	patients	O
	in	O
	their	O
	areas	O
	of	O
	residence	O
	.	O
	These	O
	patients	O
	are	O
	also	O
	given	O
	treatment	O
	which	O
	is	O
	simple	O
	and	O
	easily	O
	got	O
	.	O
	The	O
	community	O
	is	O
	also	O
	sensitised	O
	on	O
	how	O
	to	O
	avoid	O
	catching	O
	the	O
	disease	O
	.	O
		
	stop-x	stop-x
	HIV	O
	/	O
	AIDS	O
	is	O
	a	O
	deadly	O
	disease	O
	that	O
	has	O
	kill	O
	a	O
	good	O
	number	O
	of	O
	people	O
	.	O
	The	O
	people	O
	infected	O
	with	O
	HIV	O
	/	O
	AIDS	O
	need	O
	caution	O
	on	O
	how	O
	to	O
	live	O
	positively	O
	and	O
	the	O
	uninfected	O
	people	O
	also	O
	need	O
	caution	O
	on	O
	how	O
	to	O
	stay	O
	safe	O
	.	O
	Asiika	B-ORG
	Obulamu	I-ORG
	group	I-ORG
	came	O
	up	O
	with	O
	a	O
	resolution	O
	in	O
	Mubende	B-LOC
	Town	I-LOC
	Council	I-LOC
	to	O
	decrease	O
	on	O
	the	O
	spread	O
	of	O
	HIV	O
	/	O
	AIDS	O
	.	O
	The	O
	people	O
	are	O
	given	O
	free	O
	tactics	O
	on	O
	how	O
	to	O
	stay	O
	safe	O
	from	O
	the	O
	disease	O
	.	O
	The	O
	infected	O
	people	O
	are	O
	also	O
	taught	O
	how	O
	to	O
	care	O
	for	O
	their	O
	lives	O
	and	O
	how	O
	to	O
	feed	O
	themselves	O
	in	O
	order	O
	to	O
	live	O
	.	O
	Necessary	O
	treatment	O
	is	O
	also	O
	provided	O
	.	O
	stop-x	stop-x
		
	In	O
	our	O
	society	O
	we	O
	had	O
	a	O
	man	O
	who	O
	used	O
	to	O
	help	O
	orphans	O
	and	O
	this	O
	man	O
	was	O
	called	O
	Phllip	B-ADLT
	.	O
	He	O
	helped	O
	them	O
	by	O
	paying	O
	for	O
	them	O
	school	O
	fees	O
	feeding	O
	them	O
	but	O
	he	O
	was	O
	not	O
	very	O
	rich	O
	but	O
	he	O
	had	O
	a	O
	heart	O
	of	O
	helping	O
	poor	O
	and	O
	orphans	O
	because	O
	he	O
	was	O
	very	O
	caring	O
	loving	O
	and	O
	honest	O
	to	O
	people	O
	.	O
	Phllip	B-ADLT
	was	O
	a	O
	musician	O
	.	O
	One	O
	day	O
	as	O
	he	O
	was	O
	going	O
	to	O
	perform	O
	he	O
	died	O
	in	O
	a	O
	car	O
	accident	O
	and	O
	that	O
	was	O
	was	O
	his	O
	end	O
	to	O
	his	O
	help	O
	to	O
	orphans	O
	and	O
	some	O
	orphans	O
	started	O
	behaving	O
	very	O
	badly	O
	and	O
	so	O
	","	O
	May	O
	the	O
	almighty	O
	God	O
	keep	O
	his	O
	body	O
	rest	O
	in	O
	eternal	O
	peace	O
	.	O
		
	stop-x	stop-x
		
	The	O
	organisation	O
	of	O
	Mubende	B-ORG
	Real	I-ORG
	Stars	I-ORG
	a	O
	non	O
	-	O
	governmental	O
	organisation	O
	found	O
	in	O
	Mubende	B-LOC
	Town	I-LOC
	Council	I-LOC
	consists	O
	of	O
	youths	O
	who	O
	are	O
	determined	O
	to	O
	help	O
	fellow	O
	youths	O
	who	O
	are	O
	infected	O
	with	O
	HIV	O
	/	O
	AIDS	O
	.	O
	The	O
	organisation	O
	helps	O
	the	O
	patients	O
	through	O
	socialising	O
	with	O
	them	O
	and	O
	giving	O
	them	O
	company	O
	plus	O
	some	O
	easily	O
	affordable	O
	treatment	O
	.	O
	The	O
	entire	O
	community	O
	is	O
	also	O
	taught	O
	by	O
	the	O
	organisation	O
	how	O
	to	O
	stay	O
	safe	O
	from	O
	HIV	O
	/	O
	AIDS	O
	.	O
	stop-x	stop-x
		
	Aflatoun	B-ORG
	helps	O
	children	O
	in	O
	OUTSPAN	B-ORG
	to	O
	know	O
	how	O
	to	O
	save	O
	money	O
	and	O
	other	O
	things	O
	.	O
	This	O
	helps	O
	a	O
	child	O
	to	O
	save	O
	money	O
	for	O
	future	O
	use	O
	.	O
	One	O
	day	O
	a	O
	child	O
	from	O
	OUTSPAN	B-ORG
	saved	O
	money	O
	and	O
	bought	O
	some	O
	animals	O
	.	O
	Those	O
	animals	O
	are	O
	the	O
	ones	O
	paying	O
	school	O
	fees	O
	for	O
	the	O
	child	O
	.	O
	So	O
	Aflatoun	B-ORG
	has	O
	done	O
	very	O
	many	O
	things	O
	for	O
	out	O
	span	O
	so	O
	may	O
	GOD	O
	BLESS	O
	AFLATOUN	B-ORG
	SOCIETY	I-ORG
	.	O
	stop-x	stop-x
		
	Be	B-ORG
	Job	I-ORG
	Makers	I-ORG
	(	I-ORG
	BEJOMS	I-ORG
	)	I-ORG
	is	O
	a	O
	non	O
	-	O
	governmental	O
	organisation	O
	that	O
	emphasizes	O
	the	O
	point	O
	of	O
	being	O
	Job	O
	makers	O
	.	O
	The	O
	youths	O
	in	O
	Mubende	B-LOC
	Town	I-LOC
	Council	I-LOC
	are	O
	given	O
	free	O
	sensitisation	O
	on	O
	how	O
	to	O
	create	O
	their	O
	jobs	O
	other	O
	than	O
	seeking	O
	for	O
	jobs	O
	.	O
	The	O
	organisation	O
	teaches	O
	the	O
	community	O
	technical	O
	work	O
	as	O
	one	O
	of	O
	the	O
	strategies	O
	of	O
	creating	O
	jobs	O
	.	O
	stop-x	stop-x
		
	Rudatco	B-ORG
	is	O
	a	O
	non	O
	-	O
	governmental	O
	community	O
	that	O
	has	O
	endavour	O
	to	O
	make	O
	sure	O
	that	O
	the	O
	community	O
	is	O
	helped	O
	by	O
	the	O
	organisations	O
	which	O
	fight	O
	HIV	O
	/	O
	AIDS	O
	.	O
	The	O
	organisation	O
	has	O
	tried	O
	to	O
	teach	O
	the	O
	other	O
	organisations	O
	how	O
	to	O
	handle	O
	people	O
	with	O
	HIV	O
	/	O
	AIDS	O
	.	O
	The	O
	organisation	O
	also	O
	helps	O
	the	O
	infected	O
	people	O
	by	O
	fighting	O
	for	O
	their	O
	rights	O
	.	O
	The	O
	organisation	O
	teaches	O
	the	O
	relatives	O
	who	O
	stay	O
	with	O
	infected	O
	people	O
	how	O
	to	O
	handle	O
	HIV	O
	/	O
	AIDS	O
	.	O
	stop-x	stop-x
		
	The	O
	fight	O
	against	O
	HIV	O
	/	O
	AIDS	O
	is	O
	increasing	O
	and	O
	MUED	B-ORG
	NET+	I-ORG
	is	O
	also	O
	getting	O
	involved	O
	in	O
	it	O
	.	O
	The	O
	organisation	O
	is	O
	composed	O
	of	O
	the	O
	people	O
	suffering	O
	from	O
	HIV	O
	/	O
	AIDS	O
	.	O
	These	O
	people	O
	teach	O
	the	O
	community	O
	how	O
	to	O
	stay	O
	safe	O
	through	O
	organising	O
	seminars	O
	and	O
	acting	O
	plays	O
	.	O
	The	O
	organisation	O
	also	O
	assists	O
	fellow	O
	patients	O
	by	O
	giving	O
	the	O
	guidance	O
	and	O
	counselling	O
	and	O
	making	O
	them	O
	busy	O
	while	O
	giving	O
	them	O
	company	O
	.	O
	stop-x	stop-x
		
	Once	O
	upon	O
	a	O
	time	O
	there	O
	was	O
	a	O
	girl	O
	called	O
	princilor	B-MINR
	.	O
	She	O
	lived	O
	with	O
	her	O
	parents	O
	and	O
	siblings	O
	in	O
	Mukono	B-LOC
	district	I-LOC
	.	O
	During	O
	her	O
	holidays	O
	her	O
	parents	O
	decided	O
	to	O
	take	O
	them	O
	to	O
	the	O
	village	O
	.	O
	In	O
	the	O
	village	O
	priscilar	B-MINR
	took	O
	some	O
	books	O
	teach	O
	the	O
	children	O
	some	O
	few	O
	things	O
	.	O
	She	O
	shared	O
	her	O
	knowledge	O
	with	O
	a	O
	girl	O
	who	O
	had	O
	a	O
	name	O
	priscilla	B-MINR
	.	O
	She	O
	her	O
	parents	O
	to	O
	change	O
	her	O
	school	O
	and	O
	was	O
	thankful	O
	to	O
	priscilla	B-MINR
	.	O
	stop-x	stop-x
		
	The	O
	law	O
	should	O
	be	O
	amended	O
	to	O
	give	O
	the	O
	truth	O
	Justice	B-ORG
	and	I-ORG
	Reconcilitiation	I-ORG
	commision	I-ORG
	more	O
	powers	O
	and	O
	speed	O
	up	O
	its	O
	work	O
	","	O
	Deputy	O
	speaker	O
	Farah	B-ADLT
	Maalim	I-ADLT
	was	O
	saying	O
	during	O
	the	O
	consultative	O
	meeting	O
	in	O
	western	B-LOC
	Kenya	I-LOC
	.	O
	Unless	O
	you	O
	have	O
	independence	O
	","	O
	You	O
	will	O
	not	O
	go	O
	anywhere	O
	.	O
	.	O
	.	O
	.	O
	.	O
	Its	O
	therefore	O
	propose	O
	that	O
	the	O
	Act	O
	be	O
	ammended	O
	to	O
	allow	O
	the	O
	commission	O
	when	O
	acting	O
	on	O
	issues	O
	have	O
	independence	O
	.	O
		
	stop-x	stop-x
		
	Nkobazambogo	B-ORG
	.	O
	This	O
	organization	O
	has	O
	its	O
	routes	O
	from	O
	Mengo	B-LOC
	where	O
	by	O
	the	O
	well	O
	wishers	O
	of	O
	Buganda	B-LOC
	join	O
	their	O
	hands	O
	to	O
	fight	O
	for	O
	Buganda	B-LOC
	.	O
	But	O
	good	O
	enough	O
	","	O
	this	O
	organization	O
	offers	O
	jobs	O
	and	O
	bursary	O
	to	O
	poor	O
	students	O
	.	O
		
	stop-x	stop-x
		
	Telesat	B-ORG
	International	I-ORG
	.	O
	I	O
	basically	O
	know	O
	this	O
	organisation	O
	in	O
	Masaka	B-LOC
	and	O
	Kampala	B-LOC
	","	O
	The	O
	(	O
	Hajji	O
	)	O
	","	O
	He	O
	has	O
	set	O
	up	O
	many	O
	branches	O
	and	O
	one	O
	of	O
	it	O
	is	O
	in	O
	Masaka	B-LOC
	where	O
	residents	O
	seek	O
	for	O
	help	O
	since	O
	the	O
	organisation	O
	educate	O
	people	O
	how	O
	to	O
	make	O
	soap	O
	","	O
	sugar	O
	","	O
	salt	O
	and	O
	other	O
	basic	O
	needs	O
	.	O
		
	stop-x	stop-x
		
	This	O
	organisation	O
	called	O
	FENA	B-ORG
	WAMU	I-ORG
	has	O
	helped	O
	many	O
	people	O
	in	O
	our	O
	community	O
	.	O
	I	O
	was	O
	30	O
	years	O
	old	O
	when	O
	I	O
	tested	O
	HIV	O
	positive	O
	and	O
	I	O
	started	O
	treatment	O
	.	O
	This	O
	organisation	O
	came	O
	to	O
	our	O
	community	O
	and	O
	people	O
	with	O
	HIV	O
	were	O
	mobilised	O
	to	O
	join	O
	the	O
	group	O
	.	O
	I	O
	joined	O
	and	O
	I	O
	have	O
	been	O
	able	O
	to	O
	educate	O
	many	O
	people	O
	about	O
	HIV	O
	/	O
	AIDS	O
	and	O
	besides	O
	I	O
	have	O
	also	O
	benefited	O
	greatly	O
	.	O
	stop-x	stop-x
		
	JAMPADO	B-ORG
	.	O
	This	O
	organisation	O
	was	O
	started	O
	by	O
	Germany	B-LOC
	people	O
	who	O
	wanted	O
	to	O
	interact	O
	with	O
	parents	O
	.	O
	It	O
	provides	O
	parents	O
	and	O
	students	O
	with	O
	goats	O
	","	O
	and	O
	other	O
	related	O
	offers	O
	inorder	O
	to	O
	redeem	O
	them	O
	from	O
	poverty	O
	it	O
	exist	O
	at	O
	Mbirizi	B-LOC
	town	I-LOC
	with	O
	its	O
	leader	O
	Lusiba	B-ADLT
	Robert	I-ADLT
	.	O
		
	stop-x	stop-x
	A	O
	man	O
	in	O
	Kampala	B-LOC
	managed	O
	to	O
	use	O
	his	O
	knowledge	O
	to	O
	introduce	O
	a	O
	new	O
	crop	O
	which	O
	resembles	O
	a	O
	banana	O
	fruit	O
	.	O
	This	O
	man	O
	by	O
	names	O
	of	O
	Ssekitolika	B-LOC
	has	O
	helped	O
	to	O
	improve	O
	on	O
	the	O
	agriculture	O
	because	O
	this	O
	new	O
	plant	O
	is	O
	very	O
	big	O
	and	O
	nice	O
	.	O
	This	O
	is	O
	benefiting	O
	all	O
	Ugandans	O
	and	O
	its	O
	a	O
	good	O
	idea	O
	.	O
	stop-x	stop-x
		
	Stephi	B-ADLT
	Nabbaale	I-ADLT
	.	O
	This	O
	lady	O
	is	O
	from	O
	Germany	B-LOC
	but	O
	now	O
	lives	O
	in	O
	Uganda	B-LOC
	in	O
	that	O
	she	O
	has	O
	spent	O
	5	O
	years	O
	in	O
	Kirimya	B-LOC
	and	O
	Mbiriizi	B-LOC
	","	O
	she	O
	offers	O
	bursary	O
	to	O
	poor	O
	students	O
	in	O
	Kirimya	B-LOC
	sss	O
	and	O
	Mbiriizi	B-LOC
	.	O
		
	stop-x	stop-x
	EKFFA	B-ORG
	.	O
	This	O
	is	O
	an	O
	organization	O
	in	O
	Mbarara	B-LOC
	district	I-LOC
	.	O
	It	O
	has	O
	helped	O
	people	O
	to	O
	gain	O
	some	O
	money	O
	whereby	O
	people	O
	go	O
	to	O
	this	O
	association	O
	and	O
	work	O
	together	O
	and	O
	after	O
	they	O
	gain	O
	some	O
	money	O
	which	O
	has	O
	helped	O
	them	O
	to	O
	develop	O
	.	O
	This	O
	association	O
	has	O
	also	O
	made	O
	so	O
	many	O
	tributaries	O
	from	O
	the	O
	major	O
	association	O
	on	O
	some	O
	aim	O
	fishing	O
	like	O
	KAF	B-ORG
	and	O
	FAN	B-ORG
	in	O
	the	O
	same	O
	district	O
	which	O
	has	O
	made	O
	the	O
	presence	O
	of	O
	jobs	O
	easy	O
	.	O
	stop-x	stop-x
		
	MY	O
	LIFE	O
	'S	O
	TURNING	O
	POINT	O
	Being	O
	the	O
	sixth	O
	born	O
	in	O
	a	O
	very	O
	humble	O
	family	O
	meant	O
	no	O
	schooling	O
	and	O
	all	O
	other	O
	social	O
	basic	O
	aspects	O
	from	O
	childhood	O
	and	O
	life	O
	atlarge	O
	for	O
	Kasoma	B-ADLT
	William	I-ADLT
	.	O
	With	O
	such	O
	a	O
	hopeless	O
	living	O
	described	O
	only	O
	by	O
	fate	O
	","	O
	william	B-ADLT
	grew	O
	up	O
	cursing	O
	his	O
	birth	O
	.	O
	All	O
	he	O
	managed	O
	to	O
	attain	O
	from	O
	studying	O
	was	O
	elementary	O
	reading	O
	and	O
	writing	O
	.	O
	Not	O
	until	O
	he	O
	met	O
	Ghis	B-ADLT
	Batte	I-ADLT
	who	O
	was	O
	his	O
	boss	O
	in	O
	a	O
	shamba	O
	.	O
	When	O
	chris	O
	heard	O
	William	B-ADLT
	's	O
	history	O
	","	O
	he	O
	was	O
	passionate	O
	and	O
	decided	O
	to	O
	take	O
	him	O
	for	O
	vocational	O
	studies	O
	(	O
	carpentry	O
	and	O
	joinery	O
	)	O
	Kasoma	B-ADLT
	William	I-ADLT
	is	O
	now	O
	a	O
	very	O
	happy	O
	and	O
	successful	O
	person	O
	.	O
	self	O
	sustaining	O
	and	O
	also	O
	helps	O
	his	O
	brothers	O
	and	O
	sisters	O
	.	O
		
	stop-x	stop-x
		
	KNH	B-ORG
	is	O
	an	O
	organisation	O
	that	O
	cares	O
	for	O
	those	O
	with	O
	HIV	O
	/	O
	AIDS	O
	.	O
	My	O
	nephew	O
	in	O
