sentence	token	label
	in	O
	our	O
	home	O
	we	O
	had	O
	three	O
	orphans	O
	who	O
	had	O
	lost	O
	their	O
	parents	O
	to	O
	HIV	O
	/	O
	AIDS	O
	.	O
	It	O
	was	O
	not	O
	easy	O
	for	O
	most	O
	of	O
	these	O
	orphans	O
	to	O
	get	O
	scholastic	O
	materials	O
	and	O
	food	O
	was	O
	very	O
	little	O
	in	O
	their	O
	homes	O
	.	O
	World	B-ORG
	Vision	I-ORG
	helped	O
	many	O
	orphans	O
	in	O
	Kyadduse	B-LOC
	by	O
	giving	O
	them	O
	books	O
	","	O
	pens	O
	","	O
	pencils	O
	and	O
	school	O
	uniforms	O
	.	O
	Hand	O
	hoes	O
	were	O
	also	O
	given	O
	to	O
	them	O
	so	O
	that	O
	their	O
	families	O
	can	O
	use	O
	them	O
	to	O
	grow	O
	food	O
	crops	O
	.	O
	Many	O
	orphans	O
	had	O
	their	O
	lives	O
	improved	O
	because	O
	they	O
	could	O
	now	O
	attend	O
	school	O
	with	O
	their	O
	books	O
	","	O
	pens	O
	","	O
	pencils	O
	and	O
	school	O
	uniforms	O
	at	O
	the	O
	same	O
	time	O
	the	O
	hoes	O
	they	O
	received	O
	were	O
	being	O
	used	O
	to	O
	grow	O
	food	O
	at	O
	their	O
	homes	O
	so	O
	that	O
	they	O
	had	O
	something	O
	to	O
	eat	O
	at	O
	least	O
	.	O
	Kigudde	B-ORG
	wani	I-ORG
	development	I-ORG
	ground	I-ORG
	it	O
	has	O
	found	O
	in	O
	a	O
	place	O
	called	O
	bbaala	B-LOC
	in	O
	bukomansimbi	B-LOC
	district	I-LOC
	.	O
	The	O
	aim	O
	at	O
	helping	O
	children	O
	without	O
	parents	O
	and	O
	poor	O
	people	O
	.	O
	This	O
	ground	O
	provide	O
	orphans	O
	with	O
	school	O
	fees	O
	exercise	O
	book	O
	and	O
	all	O
	basic	O
	neccessities	O
	.	O
	Wakiso	B-ORG
	district	I-ORG
	network	I-ORG
	of	I-ORG
	people	I-ORG
	living	I-ORG
	with	I-ORG
	HIV	I-ORG
	/	I-ORG
	AIDS	I-ORG
	has	O
	tried	O
	to	O
	looking	O
	children	O
	's	O
	living	O
	with	O
	HIV	O
	/	O
	AIDS	O
	it	O
	has	O
	provided	O
	them	O
	counselling	O
	","	O
	care	O
	","	O
	nutrition	O
	and	O
	health	O
	so	O
	as	O
	this	O
	has	O
	changed	O
	their	O
	standerds	O
	of	O
	living	O
	.	O
	Many	O
	people	O
	in	O
	the	O
	villages	O
	suffer	O
	from	O
	various	O
	problems	O
	and	O
	diseases	O
	.	O
	In	O
	Nakabaale	B-LOC
	village	I-LOC
	","	I-LOC
	Bulesa	I-LOC
	sub	I-LOC
	-	I-LOC
	county	I-LOC
	Bugir	I-LOC
	district	I-LOC
	are	O
	children	O
	who	O
	lost	O
	their	O
	parents	O
	and	O
	had	O
	nobody	O
	to	O
	care	O
	for	O
	them	O
	.	O
	At	O
	one	O
	time	O
	","	O
	a	O
	con	O
	concerned	O
	widow	O
	came	O
	up	O
	with	O
	an	O
	idea	O
	of	O
	consulting	O
	an	O
	organization	O
	called	O
	UCOBAL	B-ORG
	on	O
	the	O
	internet	O
	.	O
	After	O
	some	O
	time	O
	she	O
	was	O
	asked	O
	to	O
	write	O
	a	O
	proposal	O
	that	O
	was	O
	guranteed	O
	later	O
	.	O
	Now	O
	the	O
	organization	O
	is	O
	helping	O
	orphans	O
	in	O
	Bulesa	B-LOC
	","	O
	they	O
	give	O
	them	O
	clothes	O
	","	O
	uniforms	O
	and	O
	some	O
	scholastic	O
	materials	O
	they	O
	also	O
	build	O
	schools	O
	","	O
	water	O
	tanks	O
	and	O
	so	O
	many	O
	more	O
	.	O
	Thanks	O
	to	O
	UCOBAC	B-LOC
	for	O
	the	O
	good	O
	work	O
	done	O
	.	O
	The	O
	federation	B-LOC
	of	I-LOC
	Uganda	I-LOC
	employers	I-LOC
	(	I-LOC
	FUE	I-LOC
	)	I-LOC
	a	O
	national	O
	representative	O
	body	O
	of	O
	employers	O
	in	O
	Uganda	B-LOC
	","	O
	initiated	O
	the	O
	employer	O
	year	O
	award	O
	(	O
	EYA	O
	)	O
	aimed	O
	at	O
	enhancing	O
	the	O
	human	O
	resource	O
	status	O
	of	O
	companies	O
	and	O
	organisations	O
	in	O
	the	O
	country	O
	.	O
	Many	O
	human	O
	resource	O
	bosses	O
	have	O
	grabbed	O
	this	O
	like	O
	Moses	B-ADLT
	Mbubi	I-ADLT
	of	O
	the	O
	century	B-ORG
	bottling	I-ORG
	company	I-ORG
	.	O
	In	O
	the	O
	past	O
	neurosurgical	O
	issues	O
	were	O
	handled	O
	abroad	O
	and	O
	people	O
	who	O
	went	O
	abroad	O
	suffered	O
	neurosurgical	O
	unresolved	O
	issues	O
	.	O
	But	O
	today	O
	","	O
	because	O
	of	O
	the	O
	efforts	O
	of	O
	role	O
	model	O
	like	O
	Jovan	B-ADLT
	Kiryabwire	I-ADLT
	the	O
	father	O
	of	O
	neurosurgery	O
	in	O
	East	B-LOC
	and	I-LOC
	Central	I-LOC
	Africa	I-LOC
	","	O
	that	O
	is	O
	longer	O
	the	O
	case	O
	.	O
	He	O
	even	O
	founded	O
	the	O
	JMK	B-ORG
	foundation	I-ORG
	a	O
	charity	O
	non	O
	profit	O
	company	O
	highlighting	O
	the	O
	importance	O
	of	O
	developing	O
	local	O
	capacity	O
	in	O
	Uganda	B-LOC
	in	O
	the	O
	super	O
	specialization	O
	of	O
	neurosurgery	O
	.	O
	The	O
	unit	O
	producer	O
	two	O
	neurosurgeons	O
	cach	O
	to	O
	increase	O
	the	O
	number	O
	.	O
	Twelve	O
	(	O
	12	O
	)	O
	beekeeper	O
	groups	O
	(	O
	175	O
	)	O
	persons	O
	from	O
	kijungu	B-LOC
	","	O
	Ntare	B-LOC
	","	O
	Kazo	B-LOC
	and	O
	kitagata	B-LOC
	sub	I-LOC
	countries	I-LOC
	received	O
	at	O
	total	O
	of	O
	120	O
	Kenya	B-LOC
	top	O
	Bar	O
	hives	O
	and	O
	in	O
	catcher	O
	boxes	O
	under	O
	plan	O
	for	O
	modernisation	O
	of	O
	agriculture	O
	.	O
	This	O
	was	O
	the	O
	effort	O
	of	O
	NAADS	B-ORG
	programme	O
	implemented	O
	by	O
	the	O
	uganda	B-ORG
	governemnt	I-ORG
	.	O
	Byamukama	B-ADLT
	Handy	I-ADLT
	a	O
	senior	O
	three	O
	at	O
	land	B-ORG
	mark	I-ORG
	college	I-ORG
	believes	O
	that	O
	the	O
	noble	O
	work	O
	done	O
	by	O
	straight	B-ORG
	talk	I-ORG
	foundation	I-ORG
	in	O
	availing	O
	information	O
	about	O
	health	O
	has	O
	enabled	O
	him	O
	to	O
	know	O
	more	O
	about	O
	HIV	O
	/	O
	AIDS	O
	.	O
	The	O
	free	O
	copies	O
	we	O
	get	O
	at	O
	school	O
	have	O
	indeed	O
	widen	O
	our	O
	understanding	O
	about	O
	many	O
	health	O
	issues	O
	.	O
	Rakai	B-ORG
	health	I-ORG
	science	I-ORG
	program	I-ORG
	promoted	O
	HIV	O
	/	O
	AIDS	O
	prevention	O
	in	O
	Kyotera	B-LOC
	by	O
	organising	O
	and	O
	teaching	O
	people	O
	about	O
	HIV	O
	/	O
	AIDS	O
	and	O
	how	O
	it	O
	can	O
	be	O
	prevented	O
	in	O
	their	O
	homes	O
	and	O
	communities	O
	.	O
	people	O
	were	O
	tought	O
	about	O
	proper	O
	and	O
	consistent	O
	use	O
	of	O
	condoms	O
	in	O
	their	O
	sexual	O
	relationships	O
	","	O
	being	O
	faithfull	O
	to	O
	their	O
	marriage	O
	partners	O
	and	O
	taking	O
	care	O
	of	O
	the	O
	sick	O
	.	O
	It	O
	was	O
	very	O
	new	O
	to	O
	many	O
	people	O
	in	O
	Kyotera	B-LOC
	to	O
	know	O
	that	O
	there	O
	were	O
	now	O
	to	O
	be	O
	free	O
	medical	O
	male	O
	circumcission	O
	for	O
	HIV	O
	infection	O
	prevention	O
	at	O
	the	O
	primises	O
	of	O
	Rakai	B-ORG
	health	I-ORG
	science	I-ORG
	program	I-ORG
	.	O
	Kaluhanga	B-ADLT
	is	O
	hailing	O
	Bukedde	B-ORG
	Fm	I-ORG
	who	O
	initiated	O
	a	O
	programme	O
	called	O
	Omubanda	B-ORG
	wa	I-ORG
	Bukedde	I-ORG
	through	O
	which	O
	they	O
	give	O
	five	O
	hundred	O
	thousand	O
	shillings	O
	to	O
	whoever	O
	is	O
	found	O
	listening	O
	to	O
	Bukedde	B-ORG
	Fm	I-ORG
	Karubanga	B-ADLT
	a	O
	security	O
	officer	O
	with	O
	Belta	B-ORG
	company	I-ORG
	narrated	O
	te	O
	story	O
	he	O
	used	O
	this	O
	money	O
	to	O
	complete	O
	roofing	O
	his	O
	house	O
	at	O
	Kazo	B-LOC
	in	O
	Mbarara	B-LOC
	.	O
	TASO	B-ORG
	(	I-ORG
	The	I-ORG
	Aids	I-ORG
	Support	I-ORG
	Organisation	I-ORG
	)	I-ORG
	is	O
	an	O
	organization	O
	in	O
	our	O
	district	O
	which	O
	helped	O
	much	O
	in	O
	testing	O
	HIV	O
	/	O
	AIDS	O
	in	O
	people	O
	at	O
	our	O
	village	O
	.	O
	If	O
	it	O
	found	O
	the	O
	infected	O
	ones	O
	","	O
	it	O
	could	O
	gather	O
	and	O
	counsel	O
	them	O
	individually	O
	","	O
	it	O
	also	O
	provided	O
	medicine	O
	and	O
	special	O
	help	O
	to	O
	the	O
	HIV	O
	/	O
	AIDS	O
	victims	O
	hence	O
	good	O
	of	O
	living	O
	.	O
	Rakai	B-ORG
	health	I-ORG
	science	I-ORG
	program	I-ORG
	organised	O
	HIV	O
	/	O
	AIDS	O
	prevention	O
	campaigns	O
	in	O
	Kyotera	B-LOC
	town	I-LOC
	.	O
	It	O
	was	O
	amobile	O
	clinic	O
	which	O
	included	O
	services	O
	free	O
	HIV	O
	testing	O
	","	O
	counseling	O
	and	O
	community	O
	sensitisation	O
	about	O
	HIV	O
	/	O
	AIDS	O
	prevention	O
	.	O
	People	O
	were	O
	told	O
	to	O
	turn	O
	up	O
	for	O
	screaning	O
	and	O
	treatment	O
	of	O
	sexually	O
	transmited	O
	diseases	O
	at	O
	Kasilizo	B-ORG
	Rakai	I-ORG
	health	I-ORG
	science	I-ORG
	programs	I-ORG
	facility	O
	at	O
	afree	O
	cost	O
	.	O
	There	O
	was	O
	education	O
	and	O
	question	O
	about	O
	condom	O
	use	O
	and	O
	those	O
	who	O
	wanted	O
	condoms	O
	got	O
	free	O
	male	O
	condoms	O
	.	O
	Rakai	B-ORG
	health	I-ORG
	programe	I-ORG
	offered	O
	HIV	O
	/	O
	AIDS	O
	treatment	O
	","	O
	care	O
	and	O
	support	O
	in	O
	Kyotera	B-LOC
	town	I-LOC
	.	O
	People	O
	were	O
	provide	O
	with	O
	free	O
	HIV	O
	/	O
	AID	O
	counseling	O
	and	O
	it	O
	was	O
	confidential	O
	.	O
	Some	O
	people	O
	benefited	O
	from	O
	food	O
	items	O
	that	O
	were	O
	given	O
	to	O
	them	O
	by	O
	Rakai	B-ORG
	health	I-ORG
	science	I-ORG
	programs	I-ORG
	especially	O
	mothers	O
	who	O
	has	O
	malnorished	O
	babies	O
	.	O
	There	O
	was	O
	also	O
	treatment	O
	for	O
	opportunistic	O
	infections	O
	an	O
	d	O
	it	O
	was	O
	free	O
	.	O
	This	O
	organization	O
	has	O
	benefited	O
	many	O
	people	O
	in	O
	Kyotera	B-LOC
	town	I-LOC
	.	O
	In	O
	the	O
	year	O
	2007	O
	we	O
	had	O
	national	O
	elections	O
	to	O
	elect	O
	the	O
	president	O
	.	O
	People	O
	did	O
	their	O
	best	O
	to	O
	cast	O
	their	O
	votes	O
	as	O
	required	O
	by	O
	the	O
	constitution	O
	of	O
	Kenya	B-LOC
	.	O
	People	O
	were	O
	voting	O
	for	O
	various	O
	political	O
	parties	O
	they	O
	belonged	O
	to	O
	.	O
	After	O
	the	O
	results	O
	","	O
	there	O
	was	O
	a	O
	lot	O
	of	O
	disagreements	O
	among	O
	the	O
	people	O
	of	O
	different	O
	political	O
	parties	O
	in	O
	Kenya	B-LOC
	.	O
	Different	O
	people	O
	of	O
	various	O
	political	O
	parties	O
	were	O
	engaging	O
	in	O
	fights	O
	and	O
	destroying	O
	people	O
	's	O
	property	O
	.	O
	Many	O
	vehicles	O
	were	O
	burnt	O
	up	O
	and	O
	others	O
	were	O
	stoned	O
	.	O
	Some	O
	citizens	O
	houses	O
	were	O
	burned	O
	up	O
	and	O
	this	O
	led	O
	too	O
	displacement	O
	of	O
	people	O
	mainly	O
	those	O
	who	O
	lived	O
	in	O
	the	O
	urban	O
	areas	O
	who	O
	did	O
	not	O
	have	O
	somewhere	O
	to	O
	go	O
	or	O
	live	O
	.	O
	The	O
	government	O
	formed	O
	internally	O
	displaced	O
	people	O
	organisation	O
	.	O
	The	O
	IDPs	O
	camped	O
	in	O
	these	O
	areas	O
	at	O
	different	O
	places	O
	in	O
	the	O
	country	O
	.	O
	The	O
	government	O
	also	O
	provided	O
	food	O
	","	O
	shelter	O
	and	O
	security	O
	to	O
	the	O
	IDPs	O
	.	O
	Since	O
	then	O
	Kenya	B-LOC
	members	O
	have	O
	no	O
	longer	O
	faced	O
	conflict	O
	adn	O
	even	O
	the	O
	country	O
	signed	O
	a	O
	peace	O
	treaty	O
	with	O
	the	O
	United	B-ORG
	Nations	I-ORG
	Organization	I-ORG
	.	O
	Kaluhanga	B-ADLT
	is	O
	hailing	O
	CBS	B-ORG
	fm	I-ORG
	(	I-ORG
	central	B-ORG
	broadcasting	I-ORG
	service	I-ORG
	)	I-ORG
	who	O
	initiated	O
	a	O
	programme	O
	called	O
	omubanda	B-ORG
	wa	I-ORG
	CBS	I-ORG
	through	O
	which	O
	they	O
	give	O
	five	O
	hundred	O
	thousand	O
	shillings	O
	to	O
	whoever	O
	is	O
	found	O
	listening	O
	to	O
	CBS	B-ORG
	fm	I-ORG
	.	O
	Karuhanga	B-ADLT
	a	O
	security	O
	officer	O
	with	O
	Delta	B-ORG
	company	I-ORG
	narrated	O
	the	O
	story	O
	.	O
	It	O
	used	O
	this	O
	money	O
	to	O
	complete	O
	roofing	O
	his	O
	house	O
	at	O
	Kazo	B-LOC
	in	O
	mbarara	B-LOC
	.	O
	Byamukama	B-ADLT
	Henry	I-ADLT
	","	O
	a	O
	senior	O
	there	O
	at	O
	Landmark	B-ORG
	College	I-ORG
	believes	O
	that	O
	the	O
	noble	O
	work	O
	done	O
	by	O
	straight	B-ORG
	talk	I-ORG
	foundation	I-ORG
	in	O
	availing	O
	information	O
	about	O
	health	O
	has	O
	enables	O
	him	O
	to	O
	know	O
	more	O
	about	O
	HIV	O
	/	O
	AIDS	O
	.	O
	The	O
	free	O
	copies	O
	we	O
	get	O
	at	O
	some	O
	have	O
	indeed	O
	widened	O
	our	O
	understanding	O
	about	O
	many	O
	health	O
	issues	O
	.	O
	Through	O
	sign	O
	of	O
	improvement	O
	in	O
	fighting	O
	HIV	O
	/	O
	AIDS	O
	have	O
	been	O
	evidenced	O
	","	O
	still	O
	there	O
	is	O
	profound	O
	demand	O
	and	O
	need	O
	to	O
	invest	O
	in	O
	organisation	O
	that	O
	are	O
	trying	O
	to	O
	address	O
	the	O
	issue	O
	of	O
	HIV	O
	/	O
	AIDS	O
	countrywide	O
	.	O
	This	O
	is	O
	what	O
	exactly	O
	limited	O
	nation	O
	programme	O
	on	O
	HIV	O
	/	O
	AIDS	O
	(	O
	UNAID	B-ORG
	)	O
	did	O
	by	O
	injecting	O
	over	O
	22	O
	.	O
	20	O
	million	O
	shillings	O
	to	O
	the	O
	Uganda	B-ORG
	AIDS	I-ORG
	commission	I-ORG
	last	O
	year	O
	.	O
	There	O
	is	O
	a	O
	group	O
	of	O
	people	O
	in	O
	Ishaka	B-LOC
	known	O
	as	O
	Tubebamwe	B-ORG
	Ishaka	I-ORG
	traders	I-ORG
	.	O
	This	O
	group	O
	of	O
	traders	O
	brought	O
	the	O
	change	O
	in	O
	saving	O
	of	O
	their	O
	money	O
	where	O
	they	O
	money	O
	in	O
	their	O
	account	O
	in	O
	bank	O
	as	O
	a	O
	group	O
	.	O
	These	O
	traders	O
	changed	O
	in	O
	the	O
	development	O
	of	O
	Ishaka	B-LOC
	town	I-LOC
	by	O
	helping	O
	each	O
	other	O
	in	O
	shopping	O
	of	O
	their	O
	goods	O
	and	O
	they	O
	helped	O
	new	O
	trader	O
	to	O
	show	O
	them	O
	how	O
	they	O
	run	O
	their	O
	business	O
	as	O
	a	O
	group	O
	of	O
	people	O
	hence	O
	developing	O
	their	O
	businesses	O
	and	O
	their	O
	area	O
	.	O
	stop-x	stop-x
		
	Inter	B-ORG
	Aid	I-ORG
	Uganda	I-ORG
	is	O
	an	O
	organization	O
	in	O
	our	O
	district	O
	which	O
	has	O
	aims	O
	of	O
	fighting	O
	HIV	O
	/	O
	AIDS	O
	in	O
	married	O
	couples	O
	.	O
	It	O
	has	O
	therefore	O
	encouraged	O
	married	O
	couples	O
	to	O
	go	O
	and	O
	test	O
	the	O
	HIV	O
	/	O
	AIDS	O
	virus	O
	in	O
	order	O
	to	O
	know	O
	their	O
	status	O
	.	O
	It	O
	has	O
	also	O
	encouraged	O
	the	O
	infected	O
	couples	O
	to	O
	abstain	O
	and	O
	taking	O
	the	O
	ARVs	O
	hence	O
	improving	O
	on	O
	their	O
	health	O
	though	O
	they	O
	are	O
	infected	O
	.	O
	stop-x	stop-x
		
	Uganda	B-ORG
	cares	I-ORG
	is	O
	a	O
	healthy	O
	organization	O
	in	O
	our	O
	community	O
	which	O
	has	O
	helped	O
	many	O
	people	O
	at	O
	our	O
	village	O
	to	O
	test	O
	for	O
	HIV	O
	/	O
	AIDS	O
	on	O
	a	O
	free	O
	charge	O
	.	O
	This	O
	has	O
	helped	O
	many	O
	people	O
	to	O
	know	O
	their	O
	HIV	O
	/	O
	AIDS	O
	status	O
	in	O
	that	O
	those	O
	who	O
	are	O
	uninfected	O
	to	O
	follow	O
	ABC	O
	and	O
	the	O
	infected	O
	ones	O
	to	O
	start	O
	taking	O
	the	O
	ARVs	O
	.	O
	This	O
	has	O
	helped	O
	much	O
	in	O
	the	O
	improvement	O
	of	O
	people	O
	health	O
	.	O
	stop-x	stop-x
		
	Mbarara	B-ORG
	high	I-ORG
	school	I-ORG
	used	O
	to	O
	get	O
	atlist	O
	two	O
	day	O
	in	O
	a	O
	month	O
	and	O
	make	O
	general	O
	cleaning	O
	in	O
	Mbarara	B-LOC
	town	I-LOC
	this	O
	plan	O
	the	O
	school	O
	has	O
	made	O
	has	O
	helped	O
	people	O
	in	O
	Mbarara	B-LOC
	to	O
	leave	O
	in	O
	a	O
	good	O
	area	O
	which	O
	has	O
	helped	O
	people	O
	in	O
	town	O
	to	O
	be	O
	in	O
	a	O
	good	O
	environment	O
	which	O
	is	O
	clan	O
	and	O
	keep	O
	the	O
	helth	O
	hence	O
	promoting	O
	sanitation	O
	in	O
	town	O
	.	O
	stop-x	stop-x
		
	The	O
	organisation	O
	of	O
	TASO	B-ORG
	helped	O
	many	O
	people	O
	who	O
	were	O
	living	O
	with	O
	HIV	O
	/	O
	AIDS	O
	by	O
	giving	O
	them	O
	free	O
	treatment	O
	and	O
	counselling	O
	.	O
	The	O
	organisation	O
	paid	O
	the	O
	school	O
	fees	O
	of	O
	children	O
	of	O
	whose	O
	parents	O
	has	O
	HIV	O
	/	O
	AIDS	O
	and	O
	the	O
	children	O
	who	O
	have	O
	HIV	O
	/	O
	AIDS	O
	themselves	O
	.	O
	This	O
	organisation	O
	helped	O
	people	O
	in	O
	many	O
	ways	O
	by	O
	counselling	O
	them	O
	and	O
	providing	O
	them	O
	with	O
	some	O
	materials	O
	to	O
	show	O
	them	O
	that	O
	they	O
	are	O
	caring	O
	about	O
	them	O
	.	O
	stop-x	stop-x
		
	This	O
	organisation	O
	of	O
	TASO	B-ORG
	were	O
	providing	O
	T	O
	-	O
	shirts	O
	to	O
	people	O
	who	O
	were	O
	treated	O
	to	O
	show	O
	them	O
	that	O
	they	O
	are	O
	some	O
	these	O
	T	O
	-	O
	shirts	O
	were	O
	given	O
	was	O
	resembling	O
	the	O
	T	O
	-	O
	shirts	O
	which	O
	were	O
	used	O
	by	O
	workers	O
	of	O
	TASO	B-ORG
	organisation	O
	.	O
	This	O
	organisation	O
	tried	O
	their	O
	level	O
	best	O
	to	O
	see	O
	that	O
	people	O
	who	O
	are	O
	living	O
	with	O
	HIV	O
	/	O
	AIDS	O
	they	O
	do	O
	not	O
	be	O
	hopefulness	O
	for	O
	their	O
	future	O
	.	O
	stop-x	stop-x
		
	The	O
	town	O
	council	O
	of	O
	Molo	B-LOC
	has	O
	rehabilitated	O
	to	O
	Health	O
	facility	O
	that	O
	was	O
	destroyed	O
	during	O
	the	O
	height	O
	of	O
	election	O
	violence	O
	.	O
	The	O
	Sirikwa	B-LOC
	Ciri	I-LOC
	ward	I-LOC
	councillor	O
	said	O
	that	O
	the	O
	local	O
	Authority	O
	had	O
	created	O
	a	O
	beacon	O
	of	O
	hope	O
	to	O
	residents	O
	of	O
	Molo	B-LOC
	district	I-LOC
	and	O
	its	O
	neighbours	O
	who	O
	were	O
	yearning	O
	for	O
	better	O
	health	O
	facilities	O
	in	O
	their	O
	rural	O
	areas	O
	.	O
	The	O
	poor	O
	state	O
	of	O
	roads	O
	leading	O
	to	O
	health	O
	center	O
	was	O
	reducing	O
	since	O
	to	O
	government	O
	had	O
	started	O
	rehabilitating	O
	it	O
	.	O
	The	O
	clerk	O
	manager	O
	urged	O
	the	O
	residents	O
	of	O
	Molo	B-LOC
	and	O
	the	O
	nearby	O
	districts	O
	to	O
	support	O
	the	O
	government	O
	by	O
	paying	O
	tax	O
	and	O
	levies	O
	to	O
	project	O
	the	O
	rehabilitation	O
	.	O
	It	O
	also	O
	called	O
	on	O
	th	O
	government	O
	to	O
	consider	O
	starting	O
	the	O
	center	O
	and	O
	to	O
	provide	O
	medical	O
	equipment	O
	without	O
	delay	O
	in	O
	line	O
	with	O
	the	O
	provisions	O
	of	O
	Health	B-ORG
	Ministry	I-ORG
	.	O
	This	O
	boosted	O
	the	O
	health	O
	status	O
	of	O
	the	O
	residents	O
	of	O
	the	O
	area	O
	.	O
	Though	O
	sign	O
	of	O
	improvement	O
	in	O
	fighting	O
	HIV	O
	/	O
	AIDS	O
	have	O
	been	O
	evidenced	O
	","	O
	still	O
	there	O
	is	O
	profound	O
	demand	O
	and	O
	need	O
	to	O
	invest	O
	in	O
	organisation	O
	that	O
	are	O
	trying	O
	to	O
	address	O
	the	O
	issue	O
	of	O
	HIV	O
	/	O
	AIDS	O
	countrywide	O
	.	O
	This	O
	is	O
	what	O
	exactly	O
	United	B-ORG
	Nation	I-ORG
	programme	I-ORG
	on	I-ORG
	HIV	I-ORG
	/	I-ORG
	AIDS	I-ORG
	(	I-ORG
	UNAIDS	I-ORG
	)	I-ORG
	did	O
	by	O
	injecting	O
	over	O
	22	O
	.	O
	20	O
	million	O
	shilling	O
	to	O
	the	O
	uganda	B-ORG
	AIDS	I-ORG
	Commission	I-ORG
	last	O
	year	O
	.	O
	Since	O
	prevention	O
	is	O
	better	O
	than	O
	cure	O
	.	O
	In	O
	Uganda	B-LOC
	various	O
	efforts	O
	have	O
	been	O
	directed	O
	towards	O
	fighting	O
	HIV	O
	/	O
	AIDS	O
	.	O
	To	O
	ensure	O
	this	O
	ignorance	O
	about	O
	the	O
	epidermic	O
	has	O
	to	O
	be	O
	fought	O
	against	O
	first	O
	.	O
	Uganda	B-ORG
	cares	I-ORG
	Masaka	I-ORG
	has	O
	done	O
	by	O
	visiting	O
	secondary	O
	schools	O
	and	O
	teach	O
	all	O
	issues	O
	related	O
	to	O
	HIV	O
	/	O
	AIDS	O
	.	O
	This	O
	has	O
	resulted	O
	into	O
	having	O
	a	O
	generation	O
	equiped	O
	with	O
	the	O
	information	O
	about	O
	HIV	O
	/	O
	AIDS	O
	.	O
	In	O
	the	O
	attempt	O
	of	O
	promoting	O
	Uganda	B-LOC
	-	O
	Rwanda	B-LOC
	culture	O
	","	O
	the	O
	Igongo	B-ORG
	Cultural	I-ORG
	Centre	I-ORG
	in	O
	Mbarara	B-LOC
	was	O
	opened	O
	lasted	O
	by	O
	Miss	B-ADLT
	Maveveri	I-ADLT
	and	O
	Miss	B-ADLT
	Kagama	I-ADLT
	were	O
	the	O
	former	O
	donated	O
	$	O
	10	O
	.	O
	0	O
	(	O
	Sh	O
	23	O
	m	O
	)	O
	to	O
	effect	O
	the	O
	promotion	O
	of	O
	Uganda	B-LOC
	-	O
	Rwanda	B-LOC
	culture	O
	.	O
	Many	O
	people	O
	have	O
	passed	O
	through	O
	this	O
	foundation	O
	to	O
	earn	O
	a	O
	living	O
	by	O
	selling	O
	passed	O
	through	O
	this	O
	foundation	O
	to	O
	earn	O
	a	O
	living	O
	by	O
	selling	O
	cultural	O
	materials	O
	to	O
	it	O
	attracting	O
	thousands	O
	of	O
	tourists	O
	.	O
	The	O
	governement	B-ORG
	of	I-ORG
	Uganda	I-ORG
	received	O
	a	O
	contribution	O
	from	O
	the	O
	10th	B-ORG
	European	I-ORG
	Development	I-ORG
	Fund	I-ORG
	(	I-ORG
	EDF	I-ORG
	)	I-ORG
	of	O
	twenty	O
	million	O
	pounds	O
	towards	O
	the	O
	Northern	B-ORG
	Uganda	I-ORG
	Agricultural	I-ORG
	livelihood	I-ORG
	Recovery	I-ORG
	Programme	I-ORG
	(	I-ORG
	ALPEP	I-ORG
	)	I-ORG
	.	O
	The	O
	programme	O
	is	O
	intended	O
	to	O
	restore	O
	the	O
	production	O
	capacity	O
	and	O
	livelihoods	O
	of	O
	the	O
	rural	O
	population	O
	in	O
	the	O
	sub	O
	regions	O
	of	O
	Acholi	B-LOC
	","	O
	Lango	B-LOC
	and	O
	Teso	B-LOC
	.	O
	In	O
	July	O
	2009	O
	","	O
	the	O
	Uganda	B-ORG
	government	I-ORG
	started	O
	the	O
	full	O
	scale	O
	implementation	O
	of	O
	the	O
	peace	B-ORG
	Recovery	I-ORG
	and	I-ORG
	Development	I-ORG
	programme	I-ORG
	for	O
	Northern	B-LOC
	Uganda	I-LOC
	(	B-ORG
	PRDP	I-ORG
	)	I-ORG
	to	O
	enhance	O
	peace	O
	and	O
	development	O
	in	O
	the	O
	conflict	O
	affected	O
	areas	O
	.	O
	Federal	B-ORG
	Ministry	I-ORG
	for	I-ORG
	Economic	I-ORG
	Cooperation	I-ORG
	and	I-ORG
	Development	I-ORG
	has	O
	continuously	O
	injected	O
	cash	O
	in	O
	this	O
	programme	O
	helping	O
	them	O
	to	O
	fully	O
	enhance	O
	development	O
	and	O
	peace	O
	in	O
	the	O
	area	O
	.	O
	President	O
	Yoweri	B-ADLT
	Museveni	I-ADLT
	donated	O
	a	O
	Toyota	B-OTHR
	land	I-OTHR
	cruiser	I-OTHR
	car	O
	to	O
	the	O
	widow	O
	of	O
	the	O
	late	O
	Lt	B-ADLT
	.	I-ADLT
	Col	I-ADLT
	Silas	I-ADLT
	Peter	I-ADLT
	Mayunga	I-ADLT
	as	O
	part	O
	of	O
	the	O
	pledge	O
	to	O
	the	O
	family	O
	of	O
	the	O
	great	O
	liberation	O
	war	O
	hero	O
	.	O
	The	O
	car	O
	was	O
	delivered	O
	by	O
	the	O
	presidential	O
	deputy	O
	press	O
	secretary	O
	Linda	B-ADLT
	Nabusayi	I-ADLT
	Wamboka	I-ADLT
	.	O
	stop-x	stop-x
		
	Shafik	B-MINR
	Kasumba	I-MINR
	six	O
	years	O
	old	O
	a	O
	pupil	O
	from	O
	Good	B-ORG
	Foundation	I-ORG
	primary	I-ORG
	school	I-ORG
